Rotation x,Rotation y,Rotation z,Rotation w,TimeStap
0,669003,0,170572,0,169802,0,7032122,30-03-2022 19:09:13 m:63784264153983
0,669003,0,170572,0,169802,0,7032122,30-03-2022 19:09:13 m:63784264153999
0,669103,0,170543,0,170027,0,7030697,30-03-2022 19:09:14 m:63784264154016
0,668922,0,170464,0,170284,0,7031989,30-03-2022 19:09:14 m:63784264154032
0,668585,0,170409,0,170519,0,7034757,30-03-2022 19:09:14 m:63784264154050
0,668369,0,170571,0,17056,0,7036318,30-03-2022 19:09:14 m:63784264154066
0,66835,0,170711,0,170492,0,7036324,30-03-2022 19:09:14 m:63784264154084
0,66835,0,170711,0,170492,0,7036324,30-03-2022 19:09:14 m:63784264154100
0,66833,0,170696,0,170588,0,7036317,30-03-2022 19:09:14 m:63784264154117
0,668219,0,170471,0,170872,0,7037228,30-03-2022 19:09:14 m:63784264154136
0,668018,0,17023,0,171206,0,7038908,30-03-2022 19:09:14 m:63784264154151
0,667846,0,170069,0,171489,0,704024,30-03-2022 19:09:14 m:63784264154168
0,667847,0,170021,0,171606,0,7040061,30-03-2022 19:09:14 m:63784264154185
0,667847,0,170021,0,171606,0,7040061,30-03-2022 19:09:14 m:63784264154201
0,667866,0,169952,0,17177,0,7039648,30-03-2022 19:09:14 m:63784264154218
0,667756,0,169945,0,171795,0,7040647,30-03-2022 19:09:14 m:63784264154236
0,667327,0,16987,0,171825,0,7044821,30-03-2022 19:09:14 m:63784264154251
0,666489,0,169555,0,172026,0,7053017,30-03-2022 19:09:14 m:63784264154269
0,664916,0,168962,0,172659,0,7067726,30-03-2022 19:09:14 m:63784264154284
0,664916,0,168962,0,172659,0,7067726,30-03-2022 19:09:14 m:63784264154299
0,662771,0,168379,0,17321,0,7087887,30-03-2022 19:09:14 m:63784264154319
0,659301,0,167777,0,17396,0,7119768,30-03-2022 19:09:14 m:63784264154335
0,654834,0,168248,0,17295,0,7162216,30-03-2022 19:09:14 m:63784264154351
0,648881,0,167916,0,172346,0,721841,30-03-2022 19:09:14 m:63784264154369
0,642691,0,165619,0,173908,0,7275126,30-03-2022 19:09:14 m:63784264154384
0,642691,0,165619,0,173908,0,7275126,30-03-2022 19:09:14 m:63784264154400
0,634265,0,16232,0,176475,0,7349944,30-03-2022 19:09:14 m:63784264154417
0,624534,0,159894,0,178042,0,7434328,30-03-2022 19:09:14 m:63784264154435
0,611763,0,157206,0,179525,0,7541903,30-03-2022 19:09:14 m:63784264154453
0,596175,0,153199,0,182061,0,766785,30-03-2022 19:09:14 m:63784264154469
0,576013,0,147596,0,1858,0,7822422,30-03-2022 19:09:14 m:63784264154485
0,576013,0,147596,0,1858,0,7822422,30-03-2022 19:09:14 m:63784264154502
0,55332,0,141726,0,189401,0,7986727,30-03-2022 19:09:14 m:63784264154521
0,523557,0,134525,0,193407,0,8187703,30-03-2022 19:09:14 m:63784264154536
0,48657,0,125273,0,198068,0,8416207,30-03-2022 19:09:14 m:63784264154552
0,437536,0,112315,0,203367,0,8686711,30-03-2022 19:09:14 m:63784264154567
0,38318,0,087572,0,183389,0,9010398,30-03-2022 19:09:14 m:63784264154587
0,308774,0,07062,0,186721,0,9299498,30-03-2022 19:09:14 m:63784264154603
0,308774,0,07062,0,186721,0,9299498,30-03-2022 19:09:14 m:63784264154620
0,219415,0,05028,0,186733,0,9562739,30-03-2022 19:09:14 m:63784264154634
0,108172,0,026697,0,19534,0,9743862,30-03-2022 19:09:14 m:63784264154651
-0,012758,-0,007613,0,643192,0,7655608,30-03-2022 19:09:14 m:63784264154667
0,004348,0,014741,0,572406,0,8198263,30-03-2022 19:09:14 m:63784264154683
0,004348,0,014741,0,572406,0,8198263,30-03-2022 19:09:14 m:63784264154700
0,012326,0,019036,0,508263,0,8609033,30-03-2022 19:09:14 m:63784264154718
0,005221,0,009433,0,458143,0,8888131,30-03-2022 19:09:14 m:63784264154736
-0,025017,-0,000404,0,444632,0,8953638,30-03-2022 19:09:14 m:63784264154752
-0,02581,0,000456,0,430525,0,9022095,30-03-2022 19:09:14 m:63784264154769
-0,02565,-0,000503,0,41535,0,9092999,30-03-2022 19:09:14 m:63784264154785
-0,025658,0,0,398222,0,9169301,30-03-2022 19:09:14 m:63784264154805
-0,025658,0,0,398222,0,9169301,30-03-2022 19:09:14 m:63784264154819
-0,025773,0,000299,0,38027,0,9245163,30-03-2022 19:09:14 m:63784264154837
-0,025754,0,000645,0,367541,0,9296504,30-03-2022 19:09:14 m:63784264154854
-0,024948,0,001208,0,355949,0,9341715,30-03-2022 19:09:14 m:63784264154871
-0,024081,0,001459,0,347138,0,9375037,30-03-2022 19:09:14 m:63784264154886
-0,023267,0,001839,0,338613,0,9406362,30-03-2022 19:09:14 m:63784264154902
-0,023267,0,001839,0,338613,0,9406362,30-03-2022 19:09:14 m:63784264154920
-0,023318,0,001953,0,332857,0,9426869,30-03-2022 19:09:14 m:63784264154935
-0,022462,0,003495,0,272702,0,96183,30-03-2022 19:09:14 m:63784264154951
-0,021696,0,003561,0,274156,0,9614339,30-03-2022 19:09:14 m:63784264154967
-0,020823,0,003668,0,273117,0,9617484,30-03-2022 19:09:14 m:63784264154984
-0,02009,0,003805,0,270792,0,9624207,30-03-2022 19:09:15 m:63784264155002
-0,02009,0,003805,0,270792,0,9624207,30-03-2022 19:09:15 m:63784264155020
-0,019353,0,003858,0,269275,0,9628611,30-03-2022 19:09:15 m:63784264155037
-0,018609,0,003908,0,268052,0,9632168,30-03-2022 19:09:15 m:63784264155053
-0,017942,0,003989,0,266451,0,9636732,30-03-2022 19:09:15 m:63784264155069
-0,017299,0,004065,0,265871,0,9638448,30-03-2022 19:09:15 m:63784264155086
-0,016637,0,004134,0,26505,0,9640822,30-03-2022 19:09:15 m:63784264155103
-0,016637,0,004134,0,26505,0,9640822,30-03-2022 19:09:15 m:63784264155121
-0,016037,0,004191,0,264602,0,9642152,30-03-2022 19:09:15 m:63784264155137
-0,015411,0,004237,0,263634,0,9644904,30-03-2022 19:09:15 m:63784264155154
-0,014832,0,004286,0,263111,0,964642,30-03-2022 19:09:15 m:63784264155171
-0,014275,0,004331,0,262818,0,9647301,30-03-2022 19:09:15 m:63784264155187
-0,013733,0,004369,0,263047,0,9646754,30-03-2022 19:09:15 m:63784264155204
-0,013733,0,004369,0,263047,0,9646754,30-03-2022 19:09:15 m:63784264155220
-0,013217,0,004428,0,262973,0,9647025,30-03-2022 19:09:15 m:63784264155237
-0,012765,0,004465,0,262759,0,9647667,30-03-2022 19:09:15 m:63784264155253
-0,012287,0,004495,0,262629,0,9648082,30-03-2022 19:09:15 m:63784264155269
-0,0118,0,004506,0,262657,0,9648066,30-03-2022 19:09:15 m:63784264155285
-0,011375,0,004537,0,262346,0,9648961,30-03-2022 19:09:15 m:63784264155302
-0,011375,0,004537,0,262346,0,9648961,30-03-2022 19:09:15 m:63784264155321
-0,010939,0,004546,0,26235,0,9649001,30-03-2022 19:09:15 m:63784264155337
-0,010933,0,004546,0,262569,0,9648406,30-03-2022 19:09:15 m:63784264155353
-0,010955,0,004541,0,262672,0,9648123,30-03-2022 19:09:15 m:63784264155371
-0,010956,0,004544,0,262706,0,964803,30-03-2022 19:09:15 m:63784264155387
-0,010957,0,004542,0,26257,0,9648401,30-03-2022 19:09:15 m:63784264155406
-0,010957,0,004542,0,26257,0,9648401,30-03-2022 19:09:15 m:63784264155421
-0,010982,0,004552,0,262723,0,9647981,30-03-2022 19:09:15 m:63784264155439
-0,010969,0,004552,0,262823,0,964771,30-03-2022 19:09:15 m:63784264155455
-0,010976,0,004554,0,262916,0,9647455,30-03-2022 19:09:15 m:63784264155473
-0,010987,0,004547,0,263138,0,9646849,30-03-2022 19:09:15 m:63784264155487
-0,010984,0,004552,0,263286,0,9646446,30-03-2022 19:09:15 m:63784264155506
-0,010984,0,004552,0,263286,0,9646446,30-03-2022 19:09:15 m:63784264155521
-0,010988,0,004549,0,263481,0,9645913,30-03-2022 19:09:15 m:63784264155537
-0,011012,0,004551,0,26377,0,964512,30-03-2022 19:09:15 m:63784264155553
-0,011003,0,004541,0,264122,0,9644158,30-03-2022 19:09:15 m:63784264155569
-0,01101,0,004534,0,264361,0,9643503,30-03-2022 19:09:15 m:63784264155585
-0,011018,0,004526,0,264507,0,9643102,30-03-2022 19:09:15 m:63784264155606
-0,011018,0,004526,0,264507,0,9643102,30-03-2022 19:09:15 m:63784264155621
-0,011016,0,004531,0,264643,0,9642729,30-03-2022 19:09:15 m:63784264155637
-0,01102,0,004528,0,26472,0,9642517,30-03-2022 19:09:15 m:63784264155654
-0,01103,0,004533,0,264682,0,964262,30-03-2022 19:09:15 m:63784264155672
-0,011027,0,004536,0,264486,0,9643158,30-03-2022 19:09:15 m:63784264155689
