Rotation x,Rotation y,Rotation z,Rotation w,TimeStap
0,59628,0,39438,0,379325,0,5873901,30-03-2022 19:08:37 m:63784264117560
0,596366,0,394263,0,379545,0,5872392,30-03-2022 19:08:37 m:63784264117575
0,596261,0,394032,0,379897,0,5872732,30-03-2022 19:08:37 m:63784264117593
0,596091,0,393911,0,380196,0,5873336,30-03-2022 19:08:37 m:63784264117609
0,596071,0,393761,0,380339,0,5873618,30-03-2022 19:08:37 m:63784264117627
0,596146,0,393523,0,380554,0,587306,30-03-2022 19:08:37 m:63784264117643
0,596146,0,393523,0,380554,0,587306,30-03-2022 19:08:37 m:63784264117659
0,596074,0,393151,0,381022,0,5873247,30-03-2022 19:08:37 m:63784264117677
0,595756,0,392723,0,38161,0,5875519,30-03-2022 19:08:37 m:63784264117693
0,595264,0,392181,0,382204,0,5880263,30-03-2022 19:08:37 m:63784264117710
0,594699,0,391519,0,382767,0,5886725,30-03-2022 19:08:37 m:63784264117725
0,594113,0,390751,0,383275,0,5894436,30-03-2022 19:08:37 m:63784264117743
0,594113,0,390751,0,383275,0,5894436,30-03-2022 19:08:37 m:63784264117760
0,593359,0,389866,0,383926,0,5903646,30-03-2022 19:08:37 m:63784264117776
0,59255,0,388855,0,384691,0,5913452,30-03-2022 19:08:37 m:63784264117794
0,591713,0,387682,0,385423,0,5924757,30-03-2022 19:08:37 m:63784264117810
0,5907,0,386373,0,386472,0,5936572,30-03-2022 19:08:37 m:63784264117826
0,5907,0,386373,0,386472,0,5936572,30-03-2022 19:08:37 m:63784264117844
0,589611,0,384878,0,387706,0,594905,30-03-2022 19:08:37 m:63784264117862
0,588236,0,383677,0,389338,0,595975,30-03-2022 19:08:37 m:63784264117878
0,586943,0,382656,0,390374,0,5972273,30-03-2022 19:08:37 m:63784264117895
0,585564,0,381852,0,391263,0,5985124,30-03-2022 19:08:37 m:63784264117911
0,58406,0,381091,0,392084,0,5999281,30-03-2022 19:08:37 m:63784264117927
0,582957,0,380352,0,392822,0,6009862,30-03-2022 19:08:37 m:63784264117946
